route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
R007,WEEKDAY,R007_D0_T10,Accra to Kumasi Express,0,BLOCK_R007_0,SHAPE_R007_0
R007,WEEKDAY,R007_D0_T11,Accra to Kumasi Express,0,BLOCK_R007_0,SHAPE_R007_0
R007,WEEKDAY,R007_D0_T12,Accra to Kumasi Express,0,BLOCK_R007_0,SHAPE_R007_0
R007,WEEKDAY,R007_D0_T13,Accra to Kumasi Express,0,BLOCK_R007_0,SHAPE_R007_0
R007,WEEKDAY,R007_D0_T14,Accra to Kumasi Express,0,BLOCK_R007_0,SHAPE_R007_0
R007,WEEKDAY,R007_D0_T15,Accra to Kumasi Express,0,BLOCK_R007_0,SHAPE_R007_0
R007,WEEKEND,R007_D0_T16,Accra to Kumasi Express,0,BLOCK_R007_0,SHAPE_R007_0
R007,WEEKEND,R007_D0_T17,Accra to Kumasi Express,0,BLOCK_R007_0,SHAPE_R007_0
R007,WEEKEND,R007_D0_T18,Accra to Kumasi Express,0,BLOCK_R007_0,SHAPE_R007_0
R007,WEEKEND,R007_D0_T19,Accra to Kumasi Express,0,BLOCK_R007_0,SHAPE_R007_0
R007,WEEKEND,R007_D0_T20,Accra to Kumasi Express,0,BLOCK_R007_0,SHAPE_R007_0
R007,WEEKDAY,R007_D1_T01,Accra to Kumasi Express,1,BLOCK_R007_1,SHAPE_R007_1
R007,WEEKDAY,R007_D1_T02,Accra to Kumasi Express,1,BLOCK_R007_1,SHAPE_R007_1
R007,WEEKDAY,R007_D1_T03,Accra to Kumasi Express,1,BLOCK_R007_1,SHAPE_R007_1
R007,WEEKDAY,R007_D1_T04,Accra to Kumasi Express,1,BLOCK_R007_1,SHAPE_R007_1
R007,WEEKDAY,R007_D1_T05,Accra to Kumasi Express,1,BLOCK_R007_1,SHAPE_R007_1
R007,WEEKDAY,R007_D1_T06,Accra to Kumasi Express,1,BLOCK_R007_1,SHAPE_R007_1
R007,WEEKDAY,R007_D1_T07,Accra to Kumasi Express,1,BLOCK_R007_1,SHAPE_R007_1
R007,WEEKDAY,R007_D1_T08,Accra to Kumasi Express,1,BLOCK_R007_1,SHAPE_R007_1
R007,WEEKDAY,R007_D1_T09,Accra to Kumasi Express,1,BLOCK_R007_1,SHAPE_R007_1
R007,WEEKDAY,R007_D1_T10,Accra to Kumasi Express,1,BLOCK_R007_1,SHAPE_R007_1
R007,WEEKDAY,R007_D1_T11,Accra to Kumasi Express,1,BLOCK_R007_1,SHAPE_R007_1
R007,WEEKDAY,R007_D1_T12,Accra to Kumasi Express,1,BLOCK_R007_1,SHAPE_R007_1
R007,WEEKDAY,R007_D1_T13,Accra to Kumasi Express,1,BLOCK_R007_1,SHAPE_R007_1
R007,WEEKDAY,R007_D1_T14,Accra to Kumasi Express,1,BLOCK_R007_1,SHAPE_R007_1
R007,WEEKDAY,R007_D1_T15,Accra to Kumasi Express,1,BLOCK_R007_1,SHAPE_R007_1
R007,WEEKEND,R007_D1_T16,Accra to Kumasi Express,1,BLOCK_R007_1,SHAPE_R007_1
R007,WEEKEND,R007_D1_T17,Accra to Kumasi Express,1,BLOCK_R007_1,SHAPE_R007_1
R007,WEEKEND,R007_D1_T18,Accra to Kumasi Express,1,BLOCK_R007_1,SHAPE_R007_1
R007,WEEKEND,R007_D1_T19,Accra to Kumasi Express,1,BLOCK_R007_1,SHAPE_R007_1
R007,WEEKEND,R007_D1_T20,Accra to Kumasi Express,1,BLOCK_R007_1,SHAPE_R007_1
R008,WEEKDAY,R008_D0_T01,Dansoman to Circle,0,BLOCK_R008_0,SHAPE_R008_0
R008,WEEKDAY,R008_D0_T02,Dansoman to Circle,0,BLOCK_R008_0,SHAPE_R008_0
R008,WEEKDAY,R008_D0_T03,Dansoman to Circle,0,BLOCK_R008_0,SHAPE_R008_0
R008,WEEKDAY,R008_D0_T04,Dansoman to Circle,0,BLOCK_R008_0,SHAPE_R008_0
R008,WEEKDAY,R008_D0_T05,Dansoman to Circle,0,BLOCK_R008_0,SHAPE_R008_0
R008,WEEKDAY,R008_D0_T06,Dansoman to Circle,0,BLOCK_R008_0,SHAPE_R008_0
R008,WEEKDAY,R008_D0_T07,Dansoman to Circle,0,BLOCK_R008_0,SHAPE_R008_0
R008,WEEKDAY,R008_D0_T08,Dansoman to Circle,0,BLOCK_R008_0,SHAPE_R008_0
R008,WEEKDAY,R008_D0_T09,Dansoman to Circle,0,BLOCK_R008_0,SHAPE_R008_0
R008,WEEKDAY,R008_D0_T10,Dansoman to Circle,0,BLOCK_R008_0,SHAPE_R008_0
R008,WEEKDAY,R008_D0_T11,Dansoman to Circle,0,BLOCK_R008_0,SHAPE_R008_0
R008,WEEKDAY,R008_D0_T12,Dansoman to Circle,0,BLOCK_R008_0,SHAPE_R008_0
R008,WEEKDAY,R008_D0_T13,Dansoman to Circle,0,BLOCK_R008_0,SHAPE_R008_0
R008,WEEKDAY,R008_D0_T14,Dansoman to Circle,0,BLOCK_R008_0,SHAPE_R008_0
R008,WEEKDAY,R008_D0_T15,Dansoman to Circle,0,BLOCK_R008_0,SHAPE_R008_0
R008,WEEKEND,R008_D0_T16,Dansoman to Circle,0,BLOCK_R008_0,SHAPE_R008_0
R008,WEEKEND,R008_D0_T17,Dansoman to Circle,0,BLOCK_R008_0,SHAPE_R008_0
R008,WEEKEND,R008_D0_T18,Dansoman to Circle,0,BLOCK_R008_0,SHAPE_R008_0
R008,WEEKEND,R008_D0_T19,Dansoman to Circle,0,BLOCK_R008_0,SHAPE_R008_0
R008,WEEKEND,R008_D0_T20,Dansoman to Circle,0,BLOCK_R008_0,SHAPE_R008_0
R008,WEEKDAY,R008_D1_T01,Dansoman to Circle,1,BLOCK_R008_1,SHAPE_R008_1
R008,WEEKDAY,R008_D1_T02,Dansoman to Circle,1,BLOCK_R008_1,SHAPE_R008_1
R008,WEEKDAY,R008_D1_T03,Dansoman to Circle,1,BLOCK_R008_1,SHAPE_R008_1
R008,WEEKDAY,R008_D1_T04,Dansoman to Circle,1,BLOCK_R008_1,SHAPE_R008_1
R008,WEEKDAY,R008_D1_T05,Dansoman to Circle,1,BLOCK_R008_1,SHAPE_R008_1
R008,WEEKDAY,R008_D1_T06,Dansoman to Circle,1,BLOCK_R008_1,SHAPE_R008_1
R008,WEEKDAY,R008_D1_T07,Dansoman to Circle,1,BLOCK_R008_1,SHAPE_R008_1
R008,WEEKDAY,R008_D1_T08,Dansoman to Circle,1,BLOCK_R008_1,SHAPE_R008_1
R008,WEEKDAY,R008_D1_T09,Dansoman to Circle,1,BLOCK_R008_1,SHAPE_R008_1
R008,WEEKDAY,R008_D1_T10,Dansoman to Circle,1,BLOCK_R008_1,SHAPE_R008_1
R008,WEEKDAY,R008_D1_T11,Dansoman to Circle,1,BLOCK_R008_1,SHAPE_R008_1
R008,WEEKDAY,R008_D1_T12,Dansoman to Circle,1,BLOCK_R008_1,SHAPE_R008_1
R008,WEEKDAY,R008_D1_T13,Dansoman to Circle,1,BLOCK_R008_1,SHAPE_R008_1
R008,WEEKDAY,R008_D1_T14,Dansoman to Circle,1,BLOCK_R008_1,SHAPE_R008_1
R008,WEEKDAY,R008_D1_T15,Dansoman to Circle,1,BLOCK_R008_1,SHAPE_R008_1
R008,WEEKEND,R008_D1_T16,Dansoman to Circle,1,BLOCK_R008_1,SHAPE_R008_1
R008,WEEKEND,R008_D1_T17,Dansoman to Circle,1,BLOCK_R008_1,SHAPE_R008_1
R008,WEEKEND,R008_D1_T18,Dansoman to Circle,1,BLOCK_R008_1,SHAPE_R008_1
R008,WEEKEND,R008_D1_T19,Dansoman to Circle,1,BLOCK_R008_1,SHAPE_R008_1
R008,WEEKEND,R008_D1_T20,Dansoman to Circle,1,BLOCK_R008_1,SHAPE_R008_1
R009,WEEKDAY,R009_D0_T01,Nungua to Accra Central,0,BLOCK_R009_0,SHAPE_R009_0
R009,WEEKDAY,R009_D0_T02,Nungua to Accra Central,0,BLOCK_R009_0,SHAPE_R009_0
R009,WEEKDAY,R009_D0_T03,Nungua to Accra Central,0,BLOCK_R009_0,SHAPE_R009_0
R009,WEEKDAY,R009_D0_T04,Nungua to Accra Central,0,BLOCK_R009_0,SHAPE_R009_0
R009,WEEKDAY,R009_D0_T05,Nungua to Accra Central,0,BLOCK_R009_0,SHAPE_R009_0
R009,WEEKDAY,R009_D0_T06,Nungua to Accra Central,0,BLOCK_R009_0,SHAPE_R009_0
R009,WEEKDAY,R009_D0_T07,Nungua to Accra Central,0,BLOCK_R009_0,SHAPE_R009_0
R009,WEEKDAY,R009_D0_T08,Nungua to Accra Central,0,BLOCK_R009_0,SHAPE_R009_0
R009,WEEKDAY,R009_D0_T09,Nungua to Accra Central,0,BLOCK_R009_0,SHAPE_R009_0
R009,WEEKDAY,R009_D0_T10,Nungua to Accra Central,0,BLOCK_R009_0,SHAPE_R009_0
R009,WEEKDAY,R009_D0_T11,Nungua to Accra Central,0,BLOCK_R009_0,SHAPE_R009_0
R009,WEEKDAY,R009_D0_T12,Nungua to Accra Central,0,BLOCK_R009_0,SHAPE_R009_0
R009,WEEKDAY,R009_D0_T13,Nungua to Accra Central,0,BLOCK_R009_0,SHAPE_R009_0
R009,WEEKDAY,R009_D0_T14,Nungua to Accra Central,0,BLOCK_R009_0,SHAPE_R009_0
R009,WEEKDAY,R009_D0_T15,Nungua to Accra Central,0,BLOCK_R009_0,SHAPE_R009_0
R009,WEEKEND,R009_D0_T16,Nungua to Accra Central,0,BLOCK_R009_0,SHAPE_R009_0
R009,WEEKEND,R009_D0_T17,Nungua to Accra Central,0,BLOCK_R009_0,SHAPE_R009_0
R009,WEEKEND,R009_D0_T18,Nungua to Accra Central,0,BLOCK_R009_0,SHAPE_R009_0
R009,WEEKEND,R009_D0_T19,Nungua to Accra Central,0,BLOCK_R009_0,SHAPE_R009_0
R009,WEEKEND,R009_D0_T20,Nungua to Accra Central,0,BLOCK_R009_0,SHAPE_R009_0
R009,WEEKDAY,R009_D1_T01,Nungua to Accra Central,1,BLOCK_R009_1,SHAPE_R009_1
R009,WEEKDAY,R009_D1_T02,Nungua to Accra Central,1,BLOCK_R009_1,SHAPE_R009_1
R009,WEEKDAY,R009_D1_T03,Nungua to Accra Central,1,BLOCK_R009_1,SHAPE_R009_1
R009,WEEKDAY,R009_D1_T04,Nungua to Accra Central,1,BLOCK_R009_1,SHAPE_R009_1
R009,WEEKDAY,R009_D1_T05,Nungua to Accra Central,1,BLOCK_R009_1,SHAPE_R009_1
R009,WEEKDAY,R009_D1_T06,Nungua to Accra Central,1,BLOCK_R009_1,SHAPE_R009_1
R009,WEEKDAY,R009_D1_T07,Nungua to Accra Central,1,BLOCK_R009_1,SHAPE_R009_1
R009,WEEKDAY,R009_D1_T08,Nungua to Accra Central,1,BLOCK_R009_1,SHAPE_R009_1
R009,WEEKDAY,R009_D1_T09,Nungua to Accra Central,1,BLOCK_R009_1,SHAPE_R009_1
R009,WEEKDAY,R009_D1_T10,Nungua to Accra Central,1,BLOCK_R009_1,SHAPE_R009_1
R009,WEEKDAY,R009_D1_T11,Nungua to Accra Central,1,BLOCK_R009_1,SHAPE_R009_1
R009,WEEKDAY,R009_D1_T12,Nungua to Accra Central,1,BLOCK_R009_1,SHAPE_R009_1
R009,WEEKDAY,R009_D1_T13,Nungua to Accra Central,1,BLOCK_R009_1,SHAPE_R009_1
R009,WEEKDAY,R009_D1_T14,Nungua to Accra Central,1,BLOCK_R009_1,SHAPE_R009_1
R009,WEEKDAY,R009_D1_T15,Nungua to Accra Central,1,BLOCK_R009_1,SHAPE_R009_1
R009,WEEKEND,R009_D1_T16,Nungua to Accra Central,1,BLOCK_R009_1,SHAPE_R009_1
R009,WEEKEND,R009_D1_T17,Nungua to Accra Central,1,BLOCK_R009_1,SHAPE_R009_1
R009,WEEKEND,R009_D1_T18,Nungua to Accra Central,1,BLOCK_R009_1,SHAPE_R009_1
R009,WEEKEND,R009_D1_T19,Nungua to Accra Central,1,BLOCK_R009_1,SHAPE_R009_1
R009,WEEKEND,R009_D1_T20,Nungua to Accra Central,1,BLOCK_R009_1,SHAPE_R009_1
R010,WEEKDAY,R010_D0_T01,Adenta to 37 Military Hospital,0,BLOCK_R010_0,SHAPE_R010_0
R010,WEEKDAY,R010_D0_T02,Adenta to 37 Military Hospital,0,BLOCK_R010_0,SHAPE_R010_0
R010,WEEKDAY,R010_D0_T03,Adenta to 37 Military Hospital,0,BLOCK_R010_0,SHAPE_R010_0
R010,WEEKDAY,R010_D0_T04,Adenta to 37 Military Hospital,0,BLOCK_R010_0,SHAPE_R010_0
R010,WEEKDAY,R010_D0_T05,Adenta to 37 Military Hospital,0,BLOCK_R010_0,SHAPE_R010_0
R010,WEEKDAY,R010_D0_T06,Adenta to 37 Military Hospital,0,BLOCK_R010_0,SHAPE_R010_0
R010,WEEKDAY,R010_D0_T07,Adenta to 37 Military Hospital,0,BLOCK_R010_0,SHAPE_R010_0
R010,WEEKDAY,R010_D0_T08,Adenta to 37 Military Hospital,0,BLOCK_R010_0,SHAPE_R010_0
R010,WEEKDAY,R010_D0_T09,Adenta to 37 Military Hospital,0,BLOCK_R010_0,SHAPE_R010_0
R010,WEEKDAY,R010_D0_T10,Adenta to 37 Military Hospital,0,BLOCK_R010_0,SHAPE_R010_0
R010,WEEKDAY,R010_D0_T11,Adenta to 37 Military Hospital,0,BLOCK_R010_0,SHAPE_R010_0
R010,WEEKDAY,R010_D0_T12,Adenta to 37 Military Hospital,0,BLOCK_R010_0,SHAPE_R010_0
R010,WEEKDAY,R010_D0_T13,Adenta to 37 Military Hospital,0,BLOCK_R010_0,SHAPE_R010_0
R010,WEEKDAY,R010_D0_T14,Adenta to 37 Military Hospital,0,BLOCK_R010_0,SHAPE_R010_0
R010,WEEKDAY,R010_D0_T15,Adenta to 37 Military Hospital,0,BLOCK_R010_0,SHAPE_R010_0
R010,WEEKEND,R010_D0_T16,Adenta to 37 Military Hospital,0,BLOCK_R010_0,SHAPE_R010_0
R010,WEEKEND,R010_D0_T17,Adenta to 37 Military Hospital,0,BLOCK_R010_0,SHAPE_R010_0
R010,WEEKEND,R010_D0_T18,Adenta to 37 Military Hospital,0,BLOCK_R010_0,SHAPE_R010_0
R010,WEEKEND,R010_D0_T19,Adenta to 37 Military Hospital,0,BLOCK_R010_0,SHAPE_R010_0
R010,WEEKEND,R010_D0_T20,Adenta to 37 Military Hospital,0,BLOCK_R010_0,SHAPE_R010_0
R010,WEEKDAY,R010_D1_T01,Adenta to 37 Military Hospital,1,BLOCK_R010_1,SHAPE_R010_1
R010,WEEKDAY,R010_D1_T02,Adenta to 37 Military Hospital,1,BLOCK_R010_1,SHAPE_R010_1
R010,WEEKDAY,R010_D1_T03,Adenta to 37 Military Hospital,1,BLOCK_R010_1,SHAPE_R010_1
R010,WEEKDAY,R010_D1_T04,Adenta to 37 Military Hospital,1,BLOCK_R010_1,SHAPE_R010_1
R010,WEEKDAY,R010_D1_T05,Adenta to 37 Military Hospital,1,BLOCK_R010_1,SHAPE_R010_1
R010,WEEKDAY,R010_D1_T06,Adenta to 37 Military Hospital,1,BLOCK_R010_1,SHAPE_R010_1
R010,WEEKDAY,R010_D1_T07,Adenta to 37 Military Hospital,1,BLOCK_R010_1,SHAPE_R010_1
R010,WEEKDAY,R010_D1_T08,Adenta to 37 Military Hospital,1,BLOCK_R010_1,SHAPE_R010_1
R010,WEEKDAY,R010_D1_T09,Adenta to 37 Military Hospital,1,BLOCK_R010_1,SHAPE_R010_1
R010,WEEKDAY,R010_D1_T10,Adenta to 37 Military Hospital,1,BLOCK_R010_1,SHAPE_R010_1
R010,WEEKDAY,R010_D1_T11,Adenta to 37 Military Hospital,1,BLOCK_R010_1,SHAPE_R010_1
R010,WEEKDAY,R010_D1_T12,Adenta to 37 Military Hospital,1,BLOCK_R010_1,SHAPE_R010_1
R010,WEEKDAY,R010_D1_T13,Adenta to 37 Military Hospital,1,BLOCK_R010_1,SHAPE_R010_1
R010,WEEKDAY,R010_D1_T14,Adenta to 37 Military Hospital,1,BLOCK_R010_1,SHAPE_R010_1
R010,WEEKDAY,R010_D1_T15,Adenta to 37 Military Hospital,1,BLOCK_R010_1,SHAPE_R010_1
R010,WEEKEND,R010_D1_T16,Adenta to 37 Military Hospital,1,BLOCK_R010_1,SHAPE_R010_1
R010,WEEKEND,R010_D1_T17,Adenta to 37 Military Hospital,1,BLOCK_R010_1,SHAPE_R010_1
R010,WEEKEND,R010_D1_T18,Adenta to 37 Military Hospital,1,BLOCK_R010_1,SHAPE_R010_1
R010,WEEKEND,R010_D1_T19,Adenta to 37 Military Hospital,1,BLOCK_R010_1,SHAPE_R010_1
R010,WEEKEND,R010_D1_T20,Adenta to 37 Military Hospital,1,BLOCK_R010_1,SHAPE_R010_1
R011,WEEKDAY,R011_D0_T01,Weija to Kaneshie,0,BLOCK_R011_0,SHAPE_R011_0
R011,WEEKDAY,R011_D0_T02,Weija to Kaneshie,0,BLOCK_R011_0,SHAPE_R011_0
R011,WEEKDAY,R011_D0_T03,Weija to Kaneshie,0,BLOCK_R011_0,SHAPE_R011_0
R011,WEEKDAY,R011_D0_T04,Weija to Kaneshie,0,BLOCK_R011_0,SHAPE_R011_0
R011,WEEKDAY,R011_D0_T05,Weija to Kaneshie,0,BLOCK_R011_0,SHAPE_R011_0
R011,WEEKDAY,R011_D0_T06,Weija to Kaneshie,0,BLOCK_R011_0,SHAPE_R011_0
R011,WEEKDAY,R011_D0_T07,Weija to Kaneshie,0,BLOCK_R011_0,SHAPE_R011_0
R011,WEEKDAY,R011_D0_T08,Weija to Kaneshie,0,BLOCK_R011_0,SHAPE_R011_0
R011,WEEKDAY,R011_D0_T09,Weija to Kaneshie,0,BLOCK_R011_0,SHAPE_R011_0
R011,WEEKDAY,R011_D0_T10,Weija to Kaneshie,0,BLOCK_R011_0,SHAPE_R011_0
R011,WEEKDAY,R011_D0_T11,Weija to Kaneshie,0,BLOCK_R011_0,SHAPE_R011_0
R011,WEEKDAY,R011_D0_T12,Weija to Kaneshie,0,BLOCK_R011_0,SHAPE_R011_0
R011,WEEKDAY,R011_D0_T13,Weija to Kaneshie,0,BLOCK_R011_0,SHAPE_R011_0
R011,WEEKDAY,R011_D0_T14,Weija to Kaneshie,0,BLOCK_R011_0,SHAPE_R011_0
R011,WEEKDAY,R011_D0_T15,Weija to Kaneshie,0,BLOCK_R011_0,SHAPE_R011_0
R011,WEEKEND,R011_D0_T16,Weija to Kaneshie,0,BLOCK_R011_0,SHAPE_R011_0
R011,WEEKEND,R011_D0_T17,Weija to Kaneshie,0,BLOCK_R011_0,SHAPE_R011_0
R011,WEEKEND,R011_D0_T18,Weija to Kaneshie,0,BLOCK_R011_0,SHAPE_R011_0
R011,WEEKEND,R011_D0_T19,Weija to Kaneshie,0,BLOCK_R011_0,SHAPE_R011_0
R011,WEEKEND,R011_D0_T20,Weija to Kaneshie,0,BLOCK_R011_0,SHAPE_R011_0
R011,WEEKDAY,R011_D1_T01,Weija to Kaneshie,1,BLOCK_R011_1,SHAPE_R011_1
R011,WEEKDAY,R011_D1_T02,Weija to Kaneshie,1,BLOCK_R011_1,SHAPE_R011_1
R011,WEEKDAY,R011_D1_T03,Weija to Kaneshie,1,BLOCK_R011_1,SHAPE_R011_1
R011,WEEKDAY,R011_D1_T04,Weija to Kaneshie,1,BLOCK_R011_1,SHAPE_R011_1
R011,WEEKDAY,R011_D1_T05,Weija to Kaneshie,1,BLOCK_R011_1,SHAPE_R011_1
R011,WEEKDAY,R011_D1_T06,Weija to Kaneshie,1,BLOCK_R011_1,SHAPE_R011_1
R011,WEEKDAY,R011_D1_T07,Weija to Kaneshie,1,BLOCK_R011_1,SHAPE_R011_1
R011,WEEKDAY,R011_D1_T08,Weija to Kaneshie,1,BLOCK_R011_1,SHAPE_R011_1
R011,WEEKDAY,R011_D1_T09,Weija to Kaneshie,1,BLOCK_R011_1,SHAPE_R011_1
R011,WEEKDAY,R011_D1_T10,Weija to Kaneshie,1,BLOCK_R011_1,SHAPE_R011_1
R011,WEEKDAY,R011_D1_T11,Weija to Kaneshie,1,BLOCK_R011_1,SHAPE_R011_1
R011,WEEKDAY,R011_D1_T12,Weija to Kaneshie,1,BLOCK_R011_1,SHAPE_R011_1
R011,WEEKDAY,R011_D1_T13,Weija to Kaneshie,1,BLOCK_R011_1,SHAPE_R011_1
R011,WEEKDAY,R011_D1_T14,Weija to Kaneshie,1,BLOCK_R011_1,SHAPE_R011_1
R011,WEEKDAY,R011_D1_T15,Weija to Kaneshie,1,BLOCK_R011_1,SHAPE_R011_1
R011,WEEKEND,R011_D1_T16,Weija to Kaneshie,1,BLOCK_R011_1,SHAPE_R011_1
R011,WEEKEND,R011_D1_T17,Weija to Kaneshie,1,BLOCK_R011_1,SHAPE_R011_1
R011,WEEKEND,R011_D1_T18,Weija to Kaneshie,1,BLOCK_R011_1,SHAPE_R011_1
R011,WEEKEND,R011_D1_T19,Weija to Kaneshie,1,BLOCK_R011_1,SHAPE_R011_1
R011,WEEKEND,R011_D1_T20,Weija to Kaneshie,1,BLOCK_R011_1,SHAPE_R011_1
R012,WEEKDAY,R012_D0_T01,Ashaiman to Circle,0,BLOCK_R012_0,SHAPE_R012_0
R012,WEEKDAY,R012_D0_T02,Ashaiman to Circle,0,BLOCK_R012_0,SHAPE_R012_0
R012,WEEKDAY,R012_D0_T03,Ashaiman to Circle,0,BLOCK_R012_0,SHAPE_R012_0
R012,WEEKDAY,R012_D0_T04,Ashaiman to Circle,0,BLOCK_R012_0,SHAPE_R012_0
R012,WEEKDAY,R012_D0_T05,Ashaiman to Circle,0,BLOCK_R012_0,SHAPE_R012_0
R012,WEEKDAY,R012_D0_T06,Ashaiman to Circle,0,BLOCK_R012_0,SHAPE_R012_0
R012,WEEKDAY,R012_D0_T07,Ashaiman to Circle,0,BLOCK_R012_0,SHAPE_R012_0
R012,WEEKDAY,R012_D0_T08,Ashaiman to Circle,0,BLOCK_R012_0,SHAPE_R012_0
R012,WEEKDAY,R012_D0_T09,Ashaiman to Circle,0,BLOCK_R012_0,SHAPE_R012_0
R012,WEEKDAY,R012_D0_T10,Ashaiman to Circle,0,BLOCK_R012_0,SHAPE_R012_0
R012,WEEKDAY,R012_D0_T11,Ashaiman to Circle,0,BLOCK_R012_0,SHAPE_R012_0
R012,WEEKDAY,R012_D0_T12,Ashaiman to Circle,0,BLOCK_R012_0,SHAPE_R012_0
R012,WEEKDAY,R012_D0_T13,Ashaiman to Circle,0,BLOCK_R012_0,SHAPE_R012_0
R012,WEEKDAY,R012_D0_T14,Ashaiman to Circle,0,BLOCK_R012_0,SHAPE_R012_0
R012,WEEKDAY,R012_D0_T15,Ashaiman to Circle,0,BLOCK_R012_0,SHAPE_R012_0
R012,WEEKEND,R012_D0_T16,Ashaiman to Circle,0,BLOCK_R012_0,SHAPE_R012_0
R012,WEEKEND,R012_D0_T17,Ashaiman to Circle,0,BLOCK_R012_0,SHAPE_R012_0
R012,WEEKEND,R012_D0_T18,Ashaiman to Circle,0,BLOCK_R012_0,SHAPE_R012_0
R012,WEEKEND,R012_D0_T19,Ashaiman to Circle,0,BLOCK_R012_0,SHAPE_R012_0
R012,WEEKEND,R012_D0_T20,Ashaiman to Circle,0,BLOCK_R012_0,SHAPE_R012_0
R012,WEEKDAY,R012_D1_T01,Ashaiman to Circle,1,BLOCK_R012_1,SHAPE_R012_1
R012,WEEKDAY,R012_D1_T02,Ashaiman to Circle,1,BLOCK_R012_1,SHAPE_R012_1
R012,WEEKDAY,R012_D1_T03,Ashaiman to Circle,1,BLOCK_R012_1,SHAPE_R012_1
R012,WEEKDAY,R012_D1_T04,Ashaiman to Circle,1,BLOCK_R012_1,SHAPE_R012_1
R012,WEEKDAY,R012_D1_T05,Ashaiman to Circle,1,BLOCK_R012_1,SHAPE_R012_1
R012,WEEKDAY,R012_D1_T06,Ashaiman to Circle,1,BLOCK_R012_1,SHAPE_R012_1
R012,WEEKDAY,R012_D1_T07,Ashaiman to Circle,1,BLOCK_R012_1,SHAPE_R012_1
R012,WEEKDAY,R012_D1_T08,Ashaiman to Circle,1,BLOCK_R012_1,SHAPE_R012_1
R012,WEEKDAY,R012_D1_T09,Ashaiman to Circle,1,BLOCK_R012_1,SHAPE_R012_1
R012,WEEKDAY,R012_D1_T10,Ashaiman to Circle,1,BLOCK_R012_1,SHAPE_R012_1
R012,WEEKDAY,R012_D1_T11,Ashaiman to Circle,1,BLOCK_R012_1,SHAPE_R012_1
R012,WEEKDAY,R012_D1_T12,Ashaiman to Circle,1,BLOCK_R012_1,SHAPE_R012_1
R012,WEEKDAY,R012_D1_T13,Ashaiman to Circle,1,BLOCK_R012_1,SHAPE_R012_1
R012,WEEKDAY,R012_D1_T14,Ashaiman to Circle,1,BLOCK_R012_1,SHAPE_R012_1
R012,WEEKDAY,R012_D1_T15,Ashaiman to Circle,1,BLOCK_R012_1,SHAPE_R012_1
R012,WEEKEND,R012_D1_T16,Ashaiman to Circle,1,BLOCK_R012_1,SHAPE_R012_1
R012,WEEKEND,R012_D1_T17,Ashaiman to Circle,1,BLOCK_R012_1,SHAPE_R012_1
R012,WEEKEND,R012_D1_T18,Ashaiman to Circle,1,BLOCK_R012_1,SHAPE_R012_1
R012,WEEKEND,R012_D1_T19,Ashaiman to Circle,1,BLOCK_R012_1,SHAPE_R012_1
R012,WEEKEND,R012_D1_T20,Ashaiman to Circle,1,BLOCK_R012_1,SHAPE_R012_1
R013,WEEKDAY,R013_D0_T01,Teshie to Osu,0,BLOCK_R013_0,SHAPE_R013_0
R013,WEEKDAY,R013_D0_T02,Teshie to Osu,0,BLOCK_R013_0,SHAPE_R013_0
R013,WEEKDAY,R013_D0_T03,Teshie to Osu,0,BLOCK_R013_0,SHAPE_R013_0
R013,WEEKDAY,R013_D0_T04,Teshie to Osu,0,BLOCK_R013_0,SHAPE_R013_0
R013,WEEKDAY,R013_D0_T05,Teshie to Osu,0,BLOCK_R013_0,SHAPE_R013_0
R013,WEEKDAY,R013_D0_T06,Teshie to Osu,0,BLOCK_R013_0,SHAPE_R013_0
R013,WEEKDAY,R013_D0_T07,Teshie to Osu,0,BLOCK_R013_0,SHAPE_R013_0
R013,WEEKDAY,R013_D0_T08,Teshie to Osu,0,BLOCK_R013_0,SHAPE_R013_0
R013,WEEKDAY,R013_D0_T09,Teshie to Osu,0,BLOCK_R013_0,SHAPE_R013_0
R013,WEEKDAY,R013_D0_T10,Teshie to Osu,0,BLOCK_R013_0,SHAPE_R013_0
R013,WEEKDAY,R013_D0_T11,Teshie to Osu,0,BLOCK_R013_0,SHAPE_R013_0
R013,WEEKDAY,R013_D0_T12,Teshie to Osu,0,BLOCK_R013_0,SHAPE_R013_0
R013,WEEKDAY,R013_D0_T13,Teshie to Osu,0,BLOCK_R013_0,SHAPE_R013_0
R013,WEEKDAY,R013_D0_T14,Teshie to Osu,0,BLOCK_R013_0,SHAPE_R013_0
R013,WEEKDAY,R013_D0_T15,Teshie to Osu,0,BLOCK_R013_0,SHAPE_R013_0
R013,WEEKEND,R013_D0_T16,Teshie to Osu,0,BLOCK_R013_0,SHAPE_R013_0
R013,WEEKEND,R013_D0_T17,Teshie to Osu,0,BLOCK_R013_0,SHAPE_R013_0
R013,WEEKEND,R013_D0_T18,Teshie to Osu,0,BLOCK_R013_0,SHAPE_R013_0
R013,WEEKEND,R013_D0_T19,Teshie to Osu,0,BLOCK_R013_0,SHAPE_R013_0
R013,WEEKEND,R013_D0_T20,Teshie to Osu,0,BLOCK_R013_0,SHAPE_R013_0
R013,WEEKDAY,R013_D1_T01,Teshie to Osu,1,BLOCK_R013_1,SHAPE_R013_1
R013,WEEKDAY,R013_D1_T02,Teshie to Osu,1,BLOCK_R013_1,SHAPE_R013_1
